web-scraper-order,web-scraper-start-url,PokeID,Name,Total,HitPts,PhysAtk,PhysDef,SpecAtk,SpecDef,Speed
"1707414551-272","https://pokemondb.net/pokedex/all","0212","Scizor
 Mega Scizor","600","70","150","140","65","100","75"
"1707414551-273","https://pokemondb.net/pokedex/all","0213","Shuckle","505","20","10","230","10","230","5"
"1707414551-274","https://pokemondb.net/pokedex/all","0214","Heracross","500","80","125","75","40","95","85"
"1707414551-275","https://pokemondb.net/pokedex/all","0214","Heracross
 Mega Heracross","600","80","185","115","40","105","75"
"1707414551-276","https://pokemondb.net/pokedex/all","0215","Sneasel","430","55","95","55","35","75","115"
"1707414551-277","https://pokemondb.net/pokedex/all","0215","Sneasel
 Hisuian Sneasel","430","55","95","55","35","75","115"
"1707414551-278","https://pokemondb.net/pokedex/all","0216","Teddiursa","330","60","80","50","50","50","40"
"1707414551-279","https://pokemondb.net/pokedex/all","0217","Ursaring","500","90","130","75","75","75","55"
"1707414551-280","https://pokemondb.net/pokedex/all","0218","Slugma","250","40","40","40","70","40","20"
"1707414551-281","https://pokemondb.net/pokedex/all","0219","Magcargo","430","60","50","120","90","80","30"
"1707414551-282","https://pokemondb.net/pokedex/all","0220","Swinub","250","50","50","40","30","30","50"
"1707414551-283","https://pokemondb.net/pokedex/all","0221","Piloswine","450","100","100","80","60","60","50"
"1707414551-284","https://pokemondb.net/pokedex/all","0222","Corsola","410","65","55","95","65","95","35"
"1707414551-285","https://pokemondb.net/pokedex/all","0222","Corsola
 Galarian Corsola","410","60","55","100","65","100","30"
"1707414551-286","https://pokemondb.net/pokedex/all","0223","Remoraid","300","35","65","35","65","35","65"
"1707414551-287","https://pokemondb.net/pokedex/all","0224","Octillery","480","75","105","75","105","75","45"
"1707414551-288","https://pokemondb.net/pokedex/all","0225","Delibird","330","45","55","45","65","45","75"
"1707414551-289","https://pokemondb.net/pokedex/all","0226","Mantine","485","85","40","70","80","140","70"
"1707414551-290","https://pokemondb.net/pokedex/all","0227","Skarmory","465","65","80","140","40","70","70"
"1707414551-291","https://pokemondb.net/pokedex/all","0228","Houndour","330","45","60","30","80","50","65"
"1707414551-292","https://pokemondb.net/pokedex/all","0229","Houndoom","500","75","90","50","110","80","95"
"1707414551-293","https://pokemondb.net/pokedex/all","0229","Houndoom
 Mega Houndoom","600","75","90","90","140","90","115"
"1707414551-294","https://pokemondb.net/pokedex/all","0230","Kingdra","540","75","95","95","95","95","85"
"1707414551-295","https://pokemondb.net/pokedex/all","0231","Phanpy","330","90","60","60","40","40","40"
"1707414551-296","https://pokemondb.net/pokedex/all","0232","Donphan","500","90","120","120","60","60","50"
"1707414551-297","https://pokemondb.net/pokedex/all","0233","Porygon2","515","85","80","90","105","95","60"
"1707414551-298","https://pokemondb.net/pokedex/all","0234","Stantler","465","73","95","62","85","65","85"
"1707414551-299","https://pokemondb.net/pokedex/all","0235","Smeargle","250","55","20","35","20","45","75"
"1707414551-300","https://pokemondb.net/pokedex/all","0236","Tyrogue","210","35","35","35","35","35","35"
"1707414551-301","https://pokemondb.net/pokedex/all","0237","Hitmontop","455","50","95","95","35","110","70"
"1707414551-302","https://pokemondb.net/pokedex/all","0238","Smoochum","305","45","30","15","85","65","65"
"1707414551-303","https://pokemondb.net/pokedex/all","0239","Elekid","360","45","63","37","65","55","95"
"1707414551-304","https://pokemondb.net/pokedex/all","0240","Magby","365","45","75","37","70","55","83"
"1707414551-305","https://pokemondb.net/pokedex/all","0241","Miltank","490","95","80","105","40","70","100"
"1707414551-306","https://pokemondb.net/pokedex/all","0242","Blissey","540","255","10","10","75","135","55"
"1707414551-307","https://pokemondb.net/pokedex/all","0243","Raikou","580","90","85","75","115","100","115"
"1707414551-308","https://pokemondb.net/pokedex/all","0244","Entei","580","115","115","85","90","75","100"
"1707414551-309","https://pokemondb.net/pokedex/all","0245","Suicune","580","100","75","115","90","115","85"
"1707414551-310","https://pokemondb.net/pokedex/all","0246","Larvitar","300","50","64","50","45","50","41"
"1707414551-311","https://pokemondb.net/pokedex/all","0247","Pupitar","410","70","84","70","65","70","51"
"1707414551-312","https://pokemondb.net/pokedex/all","0248","Tyranitar","600","100","134","110","95","100","61"
"1707414551-313","https://pokemondb.net/pokedex/all","0248","Tyranitar
 Mega Tyranitar","700","100","164","150","95","120","71"
"1707414551-314","https://pokemondb.net/pokedex/all","0249","Lugia","680","106","90","130","90","154","110"
"1707414551-315","https://pokemondb.net/pokedex/all","0250","Ho-oh","680","106","130","90","110","154","90"
"1707414551-316","https://pokemondb.net/pokedex/all","0251","Celebi","600","100","100","100","100","100","100"
"1707414551-317","https://pokemondb.net/pokedex/all","0252","Treecko","310","40","45","35","65","55","70"
"1707414551-318","https://pokemondb.net/pokedex/all","0253","Grovyle","405","50","65","45","85","65","95"
"1707414551-319","https://pokemondb.net/pokedex/all","0254","Sceptile","530","70","85","65","105","85","120"
"1707414551-320","https://pokemondb.net/pokedex/all","0254","Sceptile
 Mega Sceptile","630","70","110","75","145","85","145"
"1707414551-321","https://pokemondb.net/pokedex/all","0255","Torchic","310","45","60","40","70","50","45"
"1707414551-322","https://pokemondb.net/pokedex/all","0256","Combusken","405","60","85","60","85","60","55"
"1707414551-323","https://pokemondb.net/pokedex/all","0257","Blaziken","530","80","120","70","110","70","80"
"1707414551-324","https://pokemondb.net/pokedex/all","0257","Blaziken
 Mega Blaziken","630","80","160","80","130","80","100"
"1707414551-325","https://pokemondb.net/pokedex/all","0258","Mudkip","310","50","70","50","50","50","40"
"1707414551-326","https://pokemondb.net/pokedex/all","0259","Marshtomp","405","70","85","70","60","70","50"
"1707414551-327","https://pokemondb.net/pokedex/all","0260","Swampert","535","100","110","90","85","90","60"
"1707414551-328","https://pokemondb.net/pokedex/all","0260","Swampert
 Mega Swampert","635","100","150","110","95","110","70"
"1707414551-329","https://pokemondb.net/pokedex/all","0261","Poochyena","220","35","55","35","30","30","35"
"1707414551-330","https://pokemondb.net/pokedex/all","0262","Mightyena","420","70","90","70","60","60","70"
"1707414551-331","https://pokemondb.net/pokedex/all","0263","Zigzagoon","240","38","30","41","30","41","60"
"1707414551-332","https://pokemondb.net/pokedex/all","0263","Zigzagoon
 Galarian Zigzagoon","240","38","30","41","30","41","60"
"1707414551-333","https://pokemondb.net/pokedex/all","0264","Linoone","420","78","70","61","50","61","100"
"1707414551-334","https://pokemondb.net/pokedex/all","0264","Linoone
 Galarian Linoone","420","78","70","61","50","61","100"
"1707414551-335","https://pokemondb.net/pokedex/all","0265","Wurmple","195","45","45","35","20","30","20"
"1707414551-336","https://pokemondb.net/pokedex/all","0266","Silcoon","205","50","35","55","25","25","15"
"1707414551-337","https://pokemondb.net/pokedex/all","0267","Beautifly","395","60","70","50","100","50","65"
"1707414551-338","https://pokemondb.net/pokedex/all","0268","Cascoon","205","50","35","55","25","25","15"
"1707414551-339","https://pokemondb.net/pokedex/all","0269","Dustox","385","60","50","70","50","90","65"
"1707414551-340","https://pokemondb.net/pokedex/all","0270","Lotad","220","40","30","30","40","50","30"
"1707414551-341","https://pokemondb.net/pokedex/all","0271","Lombre","340","60","50","50","60","70","50"
"1707414551-342","https://pokemondb.net/pokedex/all","0272","Ludicolo","480","80","70","70","90","100","70"
"1707414551-343","https://pokemondb.net/pokedex/all","0273","Seedot","220","40","40","50","30","30","30"
"1707414551-344","https://pokemondb.net/pokedex/all","0274","Nuzleaf","340","70","70","40","60","40","60"
"1707414551-345","https://pokemondb.net/pokedex/all","0275","Shiftry","480","90","100","60","90","60","80"
"1707414551-346","https://pokemondb.net/pokedex/all","0276","Taillow","270","40","55","30","30","30","85"
"1707414551-347","https://pokemondb.net/pokedex/all","0277","Swellow","455","60","85","60","75","50","125"
"1707414551-348","https://pokemondb.net/pokedex/all","0278","Wingull","270","40","30","30","55","30","85"
"1707414551-349","https://pokemondb.net/pokedex/all","0279","Pelipper","440","60","50","100","95","70","65"
"1707414551-350","https://pokemondb.net/pokedex/all","0280","Ralts","198","28","25","25","45","35","40"
"1707414551-351","https://pokemondb.net/pokedex/all","0281","Kirlia","278","38","35","35","65","55","50"
"1707414551-352","https://pokemondb.net/pokedex/all","0282","Gardevoir","518","68","65","65","125","115","80"
"1707414551-353","https://pokemondb.net/pokedex/all","0282","Gardevoir
 Mega Gardevoir","618","68","85","65","165","135","100"
"1707414551-354","https://pokemondb.net/pokedex/all","0283","Surskit","269","40","30","32","50","52","65"
"1707414551-355","https://pokemondb.net/pokedex/all","0284","Masquerain","454","70","60","62","100","82","80"
"1707414551-356","https://pokemondb.net/pokedex/all","0285","Shroomish","295","60","40","60","40","60","35"
"1707414551-357","https://pokemondb.net/pokedex/all","0286","Breloom","460","60","130","80","60","60","70"
"1707414551-358","https://pokemondb.net/pokedex/all","0287","Slakoth","280","60","60","60","35","35","30"
"1707414551-359","https://pokemondb.net/pokedex/all","0288","Vigoroth","440","80","80","80","55","55","90"
"1707414551-360","https://pokemondb.net/pokedex/all","0289","Slaking","670","150","160","100","95","65","100"
"1707414551-361","https://pokemondb.net/pokedex/all","0290","Nincada","266","31","45","90","30","30","40"
"1707414551-362","https://pokemondb.net/pokedex/all","0291","Ninjask","456","61","90","45","50","50","160"
"1707414551-363","https://pokemondb.net/pokedex/all","0292","Shedinja","236","1","90","45","30","30","40"
"1707414551-364","https://pokemondb.net/pokedex/all","0293","Whismur","240","64","51","23","51","23","28"
"1707414551-365","https://pokemondb.net/pokedex/all","0294","Loudred","360","84","71","43","71","43","48"
"1707414551-366","https://pokemondb.net/pokedex/all","0295","Exploud","490","104","91","63","91","73","68"
"1707414551-367","https://pokemondb.net/pokedex/all","0296","Makuhita","237","72","60","30","20","30","25"
"1707414551-368","https://pokemondb.net/pokedex/all","0297","Hariyama","474","144","120","60","40","60","50"
"1707414551-369","https://pokemondb.net/pokedex/all","0298","Azurill","190","50","20","40","20","40","20"
"1707414551-370","https://pokemondb.net/pokedex/all","0299","Nosepass","375","30","45","135","45","90","30"
"1707414551-371","https://pokemondb.net/pokedex/all","0300","Skitty","260","50","45","45","35","35","50"
"1707414551-372","https://pokemondb.net/pokedex/all","0301","Delcatty","400","70","65","65","55","55","90"
"1707414551-373","https://pokemondb.net/pokedex/all","0302","Sableye","380","50","75","75","65","65","50"
"1707414551-374","https://pokemondb.net/pokedex/all","0302","Sableye
 Mega Sableye","480","50","85","125","85","115","20"
"1707414551-375","https://pokemondb.net/pokedex/all","0303","Mawile","380","50","85","85","55","55","50"
"1707414551-376","https://pokemondb.net/pokedex/all","0303","Mawile
 Mega Mawile","480","50","105","125","55","95","50"
"1707414551-377","https://pokemondb.net/pokedex/all","0304","Aron","330","50","70","100","40","40","30"
"1707414551-378","https://pokemondb.net/pokedex/all","0305","Lairon","430","60","90","140","50","50","40"
"1707414551-379","https://pokemondb.net/pokedex/all","0306","Aggron","530","70","110","180","60","60","50"
"1707414551-380","https://pokemondb.net/pokedex/all","0306","Aggron
 Mega Aggron","630","70","140","230","60","80","50"
"1707414551-381","https://pokemondb.net/pokedex/all","0307","Meditite","280","30","40","55","40","55","60"
"1707414551-382","https://pokemondb.net/pokedex/all","0308","Medicham","410","60","60","75","60","75","80"
"1707414551-383","https://pokemondb.net/pokedex/all","0308","Medicham
 Mega Medicham","510","60","100","85","80","85","100"
"1707414551-384","https://pokemondb.net/pokedex/all","0309","Electrike","295","40","45","40","65","40","65"
"1707414551-385","https://pokemondb.net/pokedex/all","0310","Manectric","475","70","75","60","105","60","105"
"1707414551-386","https://pokemondb.net/pokedex/all","0310","Manectric
 Mega Manectric","575","70","75","80","135","80","135"
"1707414551-387","https://pokemondb.net/pokedex/all","0311","Plusle","405","60","50","40","85","75","95"
"1707414551-388","https://pokemondb.net/pokedex/all","0312","Minun","405","60","40","50","75","85","95"
"1707414551-389","https://pokemondb.net/pokedex/all","0313","Volbeat","430","65","73","75","47","85","85"
"1707414551-390","https://pokemondb.net/pokedex/all","0314","Illumise","430","65","47","75","73","85","85"
"1707414551-391","https://pokemondb.net/pokedex/all","0315","Roselia","400","50","60","45","100","80","65"
"1707414551-392","https://pokemondb.net/pokedex/all","0316","Gulpin","302","70","43","53","43","53","40"
"1707414551-393","https://pokemondb.net/pokedex/all","0317","Swalot","467","100","73","83","73","83","55"
"1707414551-394","https://pokemondb.net/pokedex/all","0318","Carvanha","305","45","90","20","65","20","65"
"1707414551-395","https://pokemondb.net/pokedex/all","0319","Sharpedo","460","70","120","40","95","40","95"
"1707414551-396","https://pokemondb.net/pokedex/all","0319","Sharpedo
 Mega Sharpedo","560","70","140","70","110","65","105"
"1707414551-397","https://pokemondb.net/pokedex/all","0320","Wailmer","400","130","70","35","70","35","60"
"1707414551-398","https://pokemondb.net/pokedex/all","0321","Wailord","500","170","90","45","90","45","60"
"1707414551-399","https://pokemondb.net/pokedex/all","0322","Numel","305","60","60","40","65","45","35"
"1707414551-400","https://pokemondb.net/pokedex/all","0323","Camerupt","460","70","100","70","105","75","40"
"1707414551-401","https://pokemondb.net/pokedex/all","0323","Camerupt
 Mega Camerupt","560","70","120","100","145","105","20"
"1707414551-402","https://pokemondb.net/pokedex/all","0324","Torkoal","470","70","85","140","85","70","20"
"1707414551-403","https://pokemondb.net/pokedex/all","0325","Spoink","330","60","25","35","70","80","60"
"1707414551-404","https://pokemondb.net/pokedex/all","0326","Grumpig","470","80","45","65","90","110","80"
"1707414551-405","https://pokemondb.net/pokedex/all","0327","Spinda","360","60","60","60","60","60","60"
"1707414551-406","https://pokemondb.net/pokedex/all","0328","Trapinch","290","45","100","45","45","45","10"
"1707414551-407","https://pokemondb.net/pokedex/all","0329","Vibrava","340","50","70","50","50","50","70"
"1707414551-408","https://pokemondb.net/pokedex/all","0330","Flygon","520","80","100","80","80","80","100"
"1707414551-409","https://pokemondb.net/pokedex/all","0331","Cacnea","335","50","85","40","85","40","35"
"1707414551-410","https://pokemondb.net/pokedex/all","0332","Cacturne","475","70","115","60","115","60","55"
"1707414551-411","https://pokemondb.net/pokedex/all","0333","Swablu","310","45","40","60","40","75","50"
"1707414551-412","https://pokemondb.net/pokedex/all","0334","Altaria","490","75","70","90","70","105","80"
"1707414551-413","https://pokemondb.net/pokedex/all","0334","Altaria
 Mega Altaria","590","75","110","110","110","105","80"
"1707414551-414","https://pokemondb.net/pokedex/all","0335","Zangoose","458","73","115","60","60","60","90"
"1707414551-415","https://pokemondb.net/pokedex/all","0336","Seviper","458","73","100","60","100","60","65"
"1707414551-416","https://pokemondb.net/pokedex/all","0337","Lunatone","460","90","55","65","95","85","70"
"1707414551-417","https://pokemondb.net/pokedex/all","0338","Solrock","460","90","95","85","55","65","70"
"1707414551-418","https://pokemondb.net/pokedex/all","0339","Barboach","288","50","48","43","46","41","60"
"1707414551-419","https://pokemondb.net/pokedex/all","0340","Whiscash","468","110","78","73","76","71","60"
"1707414551-420","https://pokemondb.net/pokedex/all","0341","Corphish","308","43","80","65","50","35","35"
"1707414551-421","https://pokemondb.net/pokedex/all","0342","Crawdaunt","468","63","120","85","90","55","55"
"1707414551-422","https://pokemondb.net/pokedex/all","0343","Baltoy","300","40","40","55","40","70","55"
"1707414551-423","https://pokemondb.net/pokedex/all","0344","Claydol","500","60","70","105","70","120","75"
"1707414551-424","https://pokemondb.net/pokedex/all","0345","Lileep","355","66","41","77","61","87","23"
"1707414551-425","https://pokemondb.net/pokedex/all","0346","Cradily","495","86","81","97","81","107","43"
"1707414551-426","https://pokemondb.net/pokedex/all","0347","Anorith","355","45","95","50","40","50","75"
"1707414551-427","https://pokemondb.net/pokedex/all","0348","Armaldo","495","75","125","100","70","80","45"
"1707414551-428","https://pokemondb.net/pokedex/all","0349","Feebas","200","20","15","20","10","55","80"
"1707414551-429","https://pokemondb.net/pokedex/all","0350","Milotic","540","95","60","79","100","125","81"
"1707414551-430","https://pokemondb.net/pokedex/all","0351","Castform","420","70","70","70","70","70","70"
"1707414551-431","https://pokemondb.net/pokedex/all","0351","Castform
 Sunny Form","420","70","70","70","70","70","70"
"1707414551-432","https://pokemondb.net/pokedex/all","0351","Castform
 Rainy Form","420","70","70","70","70","70","70"
"1707414551-433","https://pokemondb.net/pokedex/all","0351","Castform
 Snowy Form","420","70","70","70","70","70","70"
"1707414551-434","https://pokemondb.net/pokedex/all","0352","Kecleon","440","60","90","70","60","120","40"
"1707414551-435","https://pokemondb.net/pokedex/all","0353","Shuppet","295","44","75","35","63","33","45"
"1707414551-436","https://pokemondb.net/pokedex/all","0354","Banette","455","64","115","65","83","63","65"
"1707414551-437","https://pokemondb.net/pokedex/all","0354","Banette
 Mega Banette","555","64","165","75","93","83","75"
"1707414551-438","https://pokemondb.net/pokedex/all","0355","Duskull","295","20","40","90","30","90","25"
"1707414551-439","https://pokemondb.net/pokedex/all","0356","Dusclops","455","40","70","130","60","130","25"
"1707414551-440","https://pokemondb.net/pokedex/all","0357","Tropius","460","99","68","83","72","87","51"
"1707414551-441","https://pokemondb.net/pokedex/all","0358","Chimecho","455","75","50","80","95","90","65"
"1707414551-442","https://pokemondb.net/pokedex/all","0359","Absol","465","65","130","60","75","60","75"
"1707414551-443","https://pokemondb.net/pokedex/all","0359","Absol
 Mega Absol","565","65","150","60","115","60","115"
"1707414551-444","https://pokemondb.net/pokedex/all","0360","Wynaut","260","95","23","48","23","48","23"
"1707414551-445","https://pokemondb.net/pokedex/all","0361","Snorunt","300","50","50","50","50","50","50"
"1707414551-446","https://pokemondb.net/pokedex/all","0362","Glalie","480","80","80","80","80","80","80"
"1707414551-447","https://pokemondb.net/pokedex/all","0362","Glalie
 Mega Glalie","580","80","120","80","120","80","100"
"1707414551-448","https://pokemondb.net/pokedex/all","0363","Spheal","290","70","40","50","55","50","25"
"1707414551-449","https://pokemondb.net/pokedex/all","0364","Sealeo","410","90","60","70","75","70","45"
"1707414551-450","https://pokemondb.net/pokedex/all","0365","Walrein","530","110","80","90","95","90","65"
"1707414551-451","https://pokemondb.net/pokedex/all","0366","Clamperl","345","35","64","85","74","55","32"
"1707414551-452","https://pokemondb.net/pokedex/all","0367","Huntail","485","55","104","105","94","75","52"
"1707414551-453","https://pokemondb.net/pokedex/all","0368","Gorebyss","485","55","84","105","114","75","52"
"1707414551-454","https://pokemondb.net/pokedex/all","0369","Relicanth","485","100","90","130","45","65","55"
"1707414551-455","https://pokemondb.net/pokedex/all","0370","Luvdisc","330","43","30","55","40","65","97"
"1707414551-456","https://pokemondb.net/pokedex/all","0371","Bagon","300","45","75","60","40","30","50"
"1707414551-457","https://pokemondb.net/pokedex/all","0372","Shelgon","420","65","95","100","60","50","50"
"1707414551-458","https://pokemondb.net/pokedex/all","0373","Salamence","600","95","135","80","110","80","100"
"1707414551-459","https://pokemondb.net/pokedex/all","0373","Salamence
 Mega Salamence","700","95","145","130","120","90","120"
"1707414551-460","https://pokemondb.net/pokedex/all","0374","Beldum","300","40","55","80","35","60","30"
"1707414551-461","https://pokemondb.net/pokedex/all","0375","Metang","420","60","75","100","55","80","50"
"1707414551-462","https://pokemondb.net/pokedex/all","0376","Metagross","600","80","135","130","95","90","70"
"1707414551-463","https://pokemondb.net/pokedex/all","0376","Metagross
 Mega Metagross","700","80","145","150","105","110","110"
"1707414551-464","https://pokemondb.net/pokedex/all","0377","Regirock","580","80","100","200","50","100","50"
"1707414551-465","https://pokemondb.net/pokedex/all","0378","Regice","580","80","50","100","100","200","50"
"1707414551-466","https://pokemondb.net/pokedex/all","0379","Registeel","580","80","75","150","75","150","50"
"1707414551-467","https://pokemondb.net/pokedex/all","0380","Latias","600","80","80","90","110","130","110"
"1707414551-468","https://pokemondb.net/pokedex/all","0380","Latias
 Mega Latias","700","80","100","120","140","150","110"
"1707414551-469","https://pokemondb.net/pokedex/all","0381","Latios","600","80","90","80","130","110","110"
"1707414551-470","https://pokemondb.net/pokedex/all","0381","Latios
 Mega Latios","700","80","130","100","160","120","110"
"1707414551-471","https://pokemondb.net/pokedex/all","0382","Kyogre","670","100","100","90","150","140","90"
"1707414551-472","https://pokemondb.net/pokedex/all","0382","Kyogre
 Primal Kyogre","770","100","150","90","180","160","90"
"1707414551-473","https://pokemondb.net/pokedex/all","0383","Groudon","670","100","150","140","100","90","90"
"1707414551-474","https://pokemondb.net/pokedex/all","0383","Groudon
 Primal Groudon","770","100","180","160","150","90","90"
"1707414551-475","https://pokemondb.net/pokedex/all","0384","Rayquaza","680","105","150","90","150","90","95"
"1707414551-476","https://pokemondb.net/pokedex/all","0384","Rayquaza
 Mega Rayquaza","780","105","180","100","180","100","115"
"1707414551-477","https://pokemondb.net/pokedex/all","0385","Jirachi","600","100","100","100","100","100","100"
"1707414551-478","https://pokemondb.net/pokedex/all","0386","Deoxys
 Normal Forme","600","50","150","50","150","50","150"
"1707414551-479","https://pokemondb.net/pokedex/all","0386","Deoxys
 Attack Forme","600","50","180","20","180","20","150"
"1707414551-480","https://pokemondb.net/pokedex/all","0386","Deoxys
 Defense Forme","600","50","70","160","70","160","90"
"1707414551-481","https://pokemondb.net/pokedex/all","0386","Deoxys
 Speed Forme","600","50","95","90","95","90","180"
"1707414551-482","https://pokemondb.net/pokedex/all","0387","Turtwig","318","55","68","64","45","55","31"
"1707414551-483","https://pokemondb.net/pokedex/all","0388","Grotle","405","75","89","85","55","65","36"
"1707414551-484","https://pokemondb.net/pokedex/all","0389","Torterra","525","95","109","105","75","85","56"
"1707414551-485","https://pokemondb.net/pokedex/all","0390","Chimchar","309","44","58","44","58","44","61"
"1707414551-486","https://pokemondb.net/pokedex/all","0391","Monferno","405","64","78","52","78","52","81"
"1707414551-487","https://pokemondb.net/pokedex/all","0392","Infernape","534","76","104","71","104","71","108"
"1707414551-488","https://pokemondb.net/pokedex/all","0393","Piplup","314","53","51","53","61","56","40"
"1707414551-489","https://pokemondb.net/pokedex/all","0394","Prinplup","405","64","66","68","81","76","50"
"1707414551-490","https://pokemondb.net/pokedex/all","0395","Empoleon","530","84","86","88","111","101","60"
"1707414551-491","https://pokemondb.net/pokedex/all","0396","Starly","245","40","55","30","30","30","60"
"1707414551-492","https://pokemondb.net/pokedex/all","0397","Staravia","340","55","75","50","40","40","80"
"1707414551-493","https://pokemondb.net/pokedex/all","0398","Staraptor","485","85","120","70","50","60","100"
"1707414551-494","https://pokemondb.net/pokedex/all","0399","Bidoof","250","59","45","40","35","40","31"
"1707414551-495","https://pokemondb.net/pokedex/all","0400","Bibarel","410","79","85","60","55","60","71"
"1707414551-496","https://pokemondb.net/pokedex/all","0401","Kricketot","194","37","25","41","25","41","25"
"1707414551-497","https://pokemondb.net/pokedex/all","0402","Kricketune","384","77","85","51","55","51","65"
"1707414551-498","https://pokemondb.net/pokedex/all","0403","Shinx","263","45","65","34","40","34","45"
"1707414551-499","https://pokemondb.net/pokedex/all","0404","Luxio","363","60","85","49","60","49","60"
"1707414551-500","https://pokemondb.net/pokedex/all","0405","Luxray","523","80","120","79","95","79","70"
"1707414551-501","https://pokemondb.net/pokedex/all","0406","Budew","280","40","30","35","50","70","55"
"1707414551-502","https://pokemondb.net/pokedex/all","0407","Roserade","515","60","70","65","125","105","90"
"1707414551-503","https://pokemondb.net/pokedex/all","0408","Cranidos","350","67","125","40","30","30","58"
"1707414551-504","https://pokemondb.net/pokedex/all","0409","Rampardos","495","97","165","60","65","50","58"
"1707414551-505","https://pokemondb.net/pokedex/all","0410","Shieldon","350","30","42","118","42","88","30"
"1707414551-506","https://pokemondb.net/pokedex/all","0411","Bastiodon","495","60","52","168","47","138","30"
"1707414551-507","https://pokemondb.net/pokedex/all","0412","Burmy
 Plant Cloak","224","40","29","45","29","45","36"
"1707414551-508","https://pokemondb.net/pokedex/all","0412","Burmy
 Sandy Cloak","224","40","29","45","29","45","36"
"1707414551-509","https://pokemondb.net/pokedex/all","0412","Burmy
 Trash Cloak","224","40","29","45","29","45","36"
"1707414551-510","https://pokemondb.net/pokedex/all","0413","Wormadam
 Plant Cloak","424","60","59","85","79","105","36"
"1707414551-511","https://pokemondb.net/pokedex/all","0413","Wormadam
 Sandy Cloak","424","60","79","105","59","85","36"
"1707414551-512","https://pokemondb.net/pokedex/all","0413","Wormadam
 Trash Cloak","424","60","69","95","69","95","36"
"1707414551-513","https://pokemondb.net/pokedex/all","0414","Mothim","424","70","94","50","94","50","66"
"1707414551-514","https://pokemondb.net/pokedex/all","0415","Combee","244","30","30","42","30","42","70"
"1707414551-515","https://pokemondb.net/pokedex/all","0416","Vespiquen","474","70","80","102","80","102","40"
"1707414551-516","https://pokemondb.net/pokedex/all","0417","Pachirisu","405","60","45","70","45","90","95"
"1707414551-517","https://pokemondb.net/pokedex/all","0418","Buizel","330","55","65","35","60","30","85"
"1707414551-518","https://pokemondb.net/pokedex/all","0419","Floatzel","495","85","105","55","85","50","115"
"1707414551-519","https://pokemondb.net/pokedex/all","0420","Cherubi","275","45","35","45","62","53","35"
"1707414551-520","https://pokemondb.net/pokedex/all","0421","Cherrim","450","70","60","70","87","78","85"
"1707414551-521","https://pokemondb.net/pokedex/all","0422","Shellos","325","76","48","48","57","62","34"
"1707414551-522","https://pokemondb.net/pokedex/all","0423","Gastrodon","475","111","83","68","92","82","39"
"1707414551-523","https://pokemondb.net/pokedex/all","0424","Ambipom","482","75","100","66","60","66","115"
"1707414551-524","https://pokemondb.net/pokedex/all","0425","Drifloon","348","90","50","34","60","44","70"
"1707414551-525","https://pokemondb.net/pokedex/all","0426","Drifblim","498","150","80","44","90","54","80"
"1707414551-526","https://pokemondb.net/pokedex/all","0427","Buneary","350","55","66","44","44","56","85"
"1707414551-527","https://pokemondb.net/pokedex/all","0428","Lopunny","480","65","76","84","54","96","105"
"1707414551-528","https://pokemondb.net/pokedex/all","0428","Lopunny
 Mega Lopunny","580","65","136","94","54","96","135"
"1707414551-529","https://pokemondb.net/pokedex/all","0429","Mismagius","495","60","60","60","105","105","105"
"1707414551-530","https://pokemondb.net/pokedex/all","0430","Honchkrow","505","100","125","52","105","52","71"
"1707414551-531","https://pokemondb.net/pokedex/all","0431","Glameow","310","49","55","42","42","37","85"
"1707414551-532","https://pokemondb.net/pokedex/all","0432","Purugly","452","71","82","64","64","59","112"
"1707414551-533","https://pokemondb.net/pokedex/all","0433","Chingling","285","45","30","50","65","50","45"
"1707414551-534","https://pokemondb.net/pokedex/all","0434","Stunky","329","63","63","47","41","41","74"
"1707414551-535","https://pokemondb.net/pokedex/all","0435","Skuntank","479","103","93","67","71","61","84"
"1707414551-536","https://pokemondb.net/pokedex/all","0436","Bronzor","300","57","24","86","24","86","23"
"1707414551-537","https://pokemondb.net/pokedex/all","0437","Bronzong","500","67","89","116","79","116","33"
"1707414551-538","https://pokemondb.net/pokedex/all","0438","Bonsly","290","50","80","95","10","45","10"
"1707414551-539","https://pokemondb.net/pokedex/all","0439","Mime Jr.","310","20","25","45","70","90","60"
"1707414551-540","https://pokemondb.net/pokedex/all","0440","Happiny","220","100","5","5","15","65","30"
"1707414551-541","https://pokemondb.net/pokedex/all","0441","Chatot","411","76","65","45","92","42","91"
"1707414551-542","https://pokemondb.net/pokedex/all","0442","Spiritomb","485","50","92","108","92","108","35"
"1707414551-543","https://pokemondb.net/pokedex/all","0443","Gible","300","58","70","45","40","45","42"
"1707414551-544","https://pokemondb.net/pokedex/all","0444","Gabite","410","68","90","65","50","55","82"
"1707414551-545","https://pokemondb.net/pokedex/all","0445","Garchomp","600","108","130","95","80","85","102"
"1707414551-546","https://pokemondb.net/pokedex/all","0445","Garchomp
 Mega Garchomp","700","108","170","115","120","95","92"
"1707414551-547","https://pokemondb.net/pokedex/all","0446","Munchlax","390","135","85","40","40","85","5"
"1707414551-548","https://pokemondb.net/pokedex/all","0447","Riolu","285","40","70","40","35","40","60"
"1707414551-549","https://pokemondb.net/pokedex/all","0448","Lucario","525","70","110","70","115","70","90"
